timestamp,current_mA_0,current_mA_1,voltage_V_0,voltage_V_1,power_active_W_0,power_active_W_1,energy_counter_Wh_0,energy_counter_Wh_1
20260120124158890246,725,762,220,225,150,166,5,6
20260120124159884263,720,767,220,225,149,167,5,6
20260120124200885756,714,768,220,225,148,167,5,6
20260120124201887078,714,768,220,225,148,167,5,6
20260120124202889885,717,771,220,225,148,167,5,6
20260120124203890945,713,767,220,225,148,167,5,6
20260120124204891708,712,768,220,225,148,167,5,6
20260120124205915408,719,771,220,225,148,167,5,6
20260120124206894088,708,762,220,225,147,166,5,6
20260120124207893964,710,762,220,225,147,166,6,6
20260120124208901777,710,762,220,225,147,166,6,6
20260120124209898295,707,760,220,225,146,166,6,6
20260120124210897120,709,756,220,225,147,165,6,6
20260120124211893474,710,767,220,225,147,167,6,6
20260120124212916432,708,763,220,225,147,166,6,6
20260120124213903060,708,762,220,225,147,166,6,6
20260120124214903118,716,767,220,225,148,167,6,6
20260120124215900659,726,755,220,225,151,164,6,6
20260120124216909334,709,765,220,225,147,167,6,7
20260120124217929016,711,767,220,225,147,167,6,7
20260120124218908434,710,764,220,225,147,167,6,7
20260120124219919615,709,765,220,225,147,167,6,7
20260120124220911616,713,766,220,225,147,166,6,7
20260120124221941282,689,746,220,225,142,162,6,7
20260120124222916551,709,762,220,225,147,166,6,7
20260120124223919088,709,740,220,225,147,161,6,7
20260120124224957224,718,762,220,225,149,166,6,7
20260120124225919789,687,696,220,225,142,151,6,7
20260120124226956785,715,773,220,225,148,168,6,7
20260120124227920626,721,764,220,225,150,166,6,7
20260120124228915672,712,763,220,225,148,166,6,7
20260120124229922703,708,768,220,225,147,167,6,7
20260120124230920661,714,771,220,225,148,168,6,7
20260120124231975123,676,742,220,225,139,162,6,7
20260120124232924219,712,765,220,225,148,166,7,7
20260120124233959717,709,766,220,225,147,167,7,7
20260120124234939258,709,764,220,225,147,167,7,7
20260120124235932874,728,748,220,225,151,162,7,7
20260120124236933899,727,759,220,225,151,165,7,7
20260120124237932869,709,763,220,225,147,166,7,7
20260120124238965813,697,746,220,225,144,162,7,8
20260120124239933755,704,758,220,225,146,165,7,8
20260120124240960752,732,745,220,225,152,162,7,8
20260120124241933207,702,754,220,225,145,164,7,8
20260120124242945579,703,753,220,225,146,164,7,8
20260120124243942967,727,749,220,225,151,163,7,8
20260120124244942602,708,760,220,225,147,165,7,8
20260120124245935209,705,754,220,225,146,164,7,8
20260120124246944078,705,759,220,225,146,165,7,8
20260120124247958961,702,757,220,225,146,165,7,8
20260120124248943729,705,758,220,225,146,165,7,8
20260120124249951255,702,756,220,225,146,165,7,8
20260120124250950227,707,759,220,225,146,165,7,8
20260120124251951897,704,757,220,225,146,165,7,8
20260120124252948350,715,751,220,225,149,164,7,8
20260120124253958489,705,759,220,225,146,166,7,8
20260120124254990334,702,754,220,225,146,164,7,8
20260120124255958546,701,754,220,225,145,164,7,8
20260120124256959451,720,738,220,225,150,161,8,8
20260120124257957991,726,751,220,225,151,164,8,8
20260120124258969742,728,735,220,225,151,160,8,8
20260120124259962182,710,690,220,225,147,150,8,8
20260120124300967744,711,759,220,225,148,166,8,9
20260120124301982219,710,765,220,225,147,167,8,9
20260120124302965296,699,754,220,225,145,164,8,9
20260120124303971076,709,722,220,225,147,157,8,9
20260120124304967877,700,747,220,225,145,163,8,9
20260120124305987026,702,754,220,225,146,164,8,9
20260120124306974587,698,745,220,225,145,163,8,9
20260120124308005187,715,742,220,225,149,162,8,9
20260120124308982466,700,753,220,225,145,164,8,9
20260120124309979775,710,764,220,225,148,167,8,9
20260120124310978258,723,748,220,225,151,163,8,9
20260120124311978287,672,781,220,225,139,171,8,9
20260120124313027963,697,750,220,225,145,164,8,9
20260120124313987050,698,750,220,225,145,164,8,9
20260120124314975552,701,752,220,225,145,164,8,9
20260120124315994043,701,753,220,225,145,164,8,9
20260120124316985182,706,763,220,225,147,167,8,9
20260120124317984629,708,762,220,225,147,166,8,9
20260120124318993395,694,702,221,226,144,153,8,9
20260120124320026402,678,735,220,226,140,161,8,9
20260120124321034910,735,761,220,226,153,166,8,9
20260120124321991260,703,749,220,225,146,164,9,9
20260120124322997299,747,812,221,225,156,178,9,10
20260120124323989070,770,837,221,226,162,184,9,10
20260120124324997769,449,566,221,226,87,122,9,10
20260120124326011453,437,549,221,226,85,119,9,10
20260120124327015572,360,469,221,226,67,100,9,10
20260120124328082915,358,466,221,226,67,99,9,10
20260120124329006902,348,428,221,226,64,90,9,10
20260120124330009551,306,408,221,226,54,86,9,10
20260120124331002566,300,403,221,226,53,85,9,10
20260120124332008078,301,403,221,226,53,85,9,10
20260120124333006587,301,403,221,226,53,85,9,10
20260120124334005893,299,402,221,226,53,85,9,10
20260120124335006918,300,404,221,226,53,85,9,10
20260120124336017132,300,404,221,226,53,85,9,10
20260120124337070776,300,402,221,226,53,85,9,10
20260120124338010107,301,403,221,226,53,85,9,10
20260120124339013985,300,404,221,226,53,85,9,10
20260120124340017960,298,402,221,226,52,84,9,10
20260120124341015946,300,402,221,226,53,85,9,10
20260120124342017911,300,403,221,226,53,85,9,10
20260120124343023678,299,402,220,225,52,84,9,10
20260120124344026412,300,403,221,226,53,85,9,10
20260120124345023624,301,403,221,226,53,85,9,10
20260120124346026912,298,402,220,226,52,84,9,10
20260120124347029230,300,403,221,226,53,85,9,10
20260120124348019896,301,403,221,226,53,85,9,10
20260120124349026941,300,406,221,226,53,85,9,10
20260120124350048040,300,404,221,226,53,85,9,10
20260120124351042470,300,402,221,226,53,85,9,10
20260120124352036451,299,401,221,226,52,84,9,10
20260120124353033879,300,404,221,226,53,85,9,10
20260120124354100702,300,403,221,226,53,85,9,10
20260120124355036778,299,401,221,226,52,84,9,10
20260120124356037980,300,404,221,226,53,85,9,10
20260120124357042276,301,403,220,226,53,85,9,10
20260120124358045031,298,401,221,226,52,84,9,10
20260120124359071119,300,401,221,226,53,84,9,10
20260120124400039195,299,401,221,226,52,84,9,10
20260120124401107070,298,401,221,226,52,84,9,11
20260120124402043566,298,402,221,226,52,84,9,11
20260120124403049039,298,402,221,226,52,85,9,11
20260120124404052143,298,401,221,226,52,84,9,11
20260120124405072495,299,401,221,226,52,84,9,11
20260120124406049711,299,401,221,226,52,84,9,11
20260120124407056396,298,400,221,226,52,84,9,11
20260120124408116790,297,401,221,226,52,84,9,11
20260120124409056684,298,401,221,226,52,84,9,11
20260120124410057757,297,400,221,226,52,84,9,11
20260120124411058367,298,401,221,226,52,84,9,11
20260120124412074479,298,401,221,226,52,84,9,11
20260120124413061246,297,401,221,226,52,84,9,11
20260120124414065601,298,400,221,226,52,84,9,11
20260120124415097528,299,401,221,226,52,84,9,11
20260120124416063305,297,400,221,226,52,84,9,11
20260120124417067589,298,400,221,226,52,84,9,11
20260120124418066747,299,401,221,226,52,84,9,11
20260120124419088382,298,400,221,226,52,84,9,11
20260120124420066489,298,401,221,226,52,84,9,11
20260120124421074204,298,401,221,226,52,84,9,11
20260120124422082139,297,401,221,226,52,84,10,11
20260120124423077564,298,400,221,226,52,84,10,11
20260120124424075988,297,400,221,226,52,84,10,11
20260120124425077622,297,400,221,226,52,84,10,11
20260120124426103360,297,400,221,226,52,84,10,11
20260120124427081404,298,402,221,226,52,84,10,11
20260120124428079378,297,400,221,226,52,84,10,11
20260120124429079489,297,400,221,226,52,84,10,11
20260120124430089541,297,401,221,226,52,84,10,11
20260120124431087832,298,400,221,226,52,84,10,11
20260120124432095229,296,400,221,226,52,84,10,11
20260120124433127108,298,401,221,226,52,84,10,11
20260120124434128235,297,400,221,226,52,84,10,11
20260120124435090702,297,400,221,226,52,84,10,11
20260120124436084287,297,401,221,226,52,84,10,11
20260120124437098912,297,400,221,226,52,84,10,11
20260120124438094917,297,400,221,226,52,84,10,11
20260120124439096087,297,400,221,226,52,84,10,11
20260120124440113200,297,399,221,226,52,84,10,11
20260120124441131873,298,401,221,226,52,84,10,11
20260120124442103852,297,400,221,226,52,84,10,11
20260120124443096512,297,400,221,226,52,84,10,11
20260120124444103742,297,400,221,226,52,84,10,12
20260120124445102777,297,400,221,226,52,84,10,12
20260120124446104307,295,398,221,226,52,84,10,12
20260120124447112489,295,398,221,226,52,84,10,12
20260120124448111223,296,399,221,226,52,84,10,12
20260120124449134396,296,399,221,226,52,84,10,12
20260120124450111233,295,398,221,226,52,84,10,12
20260120124451114466,298,400,221,226,52,84,10,12
20260120124452115090,300,399,221,226,53,84,10,12
20260120124453117360,296,399,221,226,52,84,10,12
20260120124454146477,296,398,221,226,52,84,10,12
20260120124455114616,296,398,221,226,52,84,10,12
20260120124456199431,296,398,221,226,52,84,10,12
20260120124457120575,296,399,221,226,52,84,10,12
20260120124458124882,295,398,221,226,52,84,10,12
20260120124459120925,295,399,221,226,52,84,10,12
20260120124500123577,295,399,221,226,51,84,10,12
20260120124501126742,296,400,221,226,52,84,10,12
20260120124502124155,296,399,221,226,52,84,10,12
20260120124503175231,296,399,221,226,52,84,10,12
20260120124504129941,297,398,221,226,52,84,10,12
20260120124505127957,296,399,221,226,52,84,10,12
20260120124506130285,296,400,221,226,52,84,10,12
20260120124507148380,295,400,221,226,52,84,10,12
20260120124508145786,295,400,221,226,52,84,10,12
20260120124509132687,296,399,221,226,52,84,10,12
20260120124510170093,298,401,221,226,52,84,10,12
20260120124511151628,296,400,221,226,52,84,10,12
20260120124512134622,296,399,221,226,52,84,10,12
20260120124513149963,297,400,221,226,52,84,10,12
20260120124514151736,297,399,221,226,52,84,10,12
20260120124515160742,296,399,221,226,52,84,10,12
20260120124516153242,296,401,221,226,52,84,10,12
20260120124517155492,295,401,221,226,52,84,10,12
20260120124518156448,296,399,221,226,52,84,10,12
20260120124519157283,297,400,221,226,52,84,10,12
20260120124520158028,297,400,221,226,52,84,10,12
20260120124521158314,296,399,221,226,52,84,10,12
20260120124522158130,297,399,220,226,52,84,10,12
20260120124523159220,297,399,220,226,52,84,10,12
20260120124524159425,295,398,221,226,51,84,10,12
20260120124525160652,297,400,221,226,52,84,10,12
20260120124526161224,296,399,220,226,52,84,10,12
20260120124527162857,296,399,221,226,52,84,10,13
20260120124528162964,297,400,221,226,52,84,10,13
20260120124529166120,296,399,221,226,52,84,10,13
20260120124530163525,295,398,221,226,52,84,10,13
20260120124531164183,299,399,221,226,52,84,11,13
20260120124532165404,297,398,221,226,52,84,11,13
20260120124533165651,296,399,221,226,52,84,11,13
20260120124534165656,296,399,221,226,52,84,11,13
20260120124535166808,296,399,221,226,52,84,11,13
20260120124536172130,296,399,221,226,52,84,11,13
20260120124537167967,297,399,221,226,52,84,11,13
20260120124538168026,297,399,220,226,52,84,11,13
20260120124539172140,296,398,221,226,52,84,11,13
20260120124540207708,297,398,220,226,52,84,11,13
20260120124541177585,297,399,220,226,52,84,11,13
20260120124542171507,295,398,220,226,52,84,11,13
20260120124543180626,296,399,221,226,52,84,11,13
20260120124544219484,296,399,221,226,52,84,11,13
20260120124545180977,296,398,221,226,52,84,11,13
20260120124546181156,297,398,221,226,52,84,11,13
20260120124547178657,296,398,221,226,52,84,11,13
20260120124548185255,295,398,221,226,52,84,11,13
20260120124549185570,296,398,221,226,52,84,11,13
20260120124550199353,295,398,221,226,51,84,11,13
20260120124551243069,296,398,221,226,52,84,11,13
20260120124552191284,296,399,221,226,52,84,11,13
20260120124553197090,297,400,221,226,52,84,11,13
20260120124554192721,295,398,221,226,52,84,11,13
20260120124555196506,297,398,221,226,52,84,11,13
20260120124556194261,296,399,220,226,52,84,11,13
20260120124557207693,297,399,220,226,52,84,11,13
20260120124558230175,296,398,220,226,52,84,11,13
20260120124559197844,296,398,220,226,52,84,11,13
20260120124600196238,296,398,220,226,52,84,11,13
20260120124601197024,296,399,221,226,52,84,11,13
20260120124602206121,296,398,220,226,52,84,11,13
20260120124603205883,296,399,220,226,52,84,11,13
20260120124604209775,296,398,220,226,52,84,11,13
20260120124605205890,297,398,220,226,52,84,11,13
20260120124606208016,296,398,220,226,52,84,11,13
20260120124607210270,296,398,221,226,52,84,11,13
20260120124608209152,296,397,220,226,52,84,11,13
20260120124609211337,295,398,221,226,52,84,11,14
20260120124610214320,296,398,220,226,52,84,11,14
20260120124611228167,295,398,220,226,52,84,11,14
20260120124612209558,295,397,220,226,52,84,11,14
20260120124613226703,296,398,221,226,52,84,11,14
20260120124614219887,295,398,221,226,52,84,11,14
20260120124615219939,295,398,221,226,52,84,11,14
20260120124616221943,296,399,221,226,52,84,11,14
20260120124617221544,295,398,221,226,52,84,11,14
20260120124618232105,295,398,221,226,52,84,11,14
20260120124619218942,295,398,221,226,52,84,11,14
20260120124620221887,294,398,221,226,51,84,11,14
20260120124621221130,296,399,221,226,52,84,11,14
20260120124622228688,296,399,221,226,52,84,11,14
20260120124623228569,296,399,221,226,52,84,11,14
20260120124624232066,295,398,221,226,52,84,11,14
20260120124625262840,296,400,221,226,52,84,11,14
20260120124626240056,296,398,221,226,52,84,11,14
20260120124627231328,296,399,221,226,52,84,11,14
20260120124628232965,296,398,221,226,52,84,11,14
20260120124629240577,295,398,221,226,52,84,11,14
20260120124630238906,295,397,221,226,52,84,11,14
20260120124631241755,295,398,221,226,52,84,11,14
20260120124632291713,296,398,221,226,52,84,11,14
20260120124633240651,296,401,221,226,52,84,11,14
20260120124634243838,295,399,221,226,52,84,11,14
