timestamp,current_mA_0,current_mA_1,voltage_V_0,voltage_V_1,power_active_W_0,power_active_W_1,energy_counter_Wh_0,energy_counter_Wh_1
20260120124810794584,716,766,220,225,149,167,4,4
20260120124811778504,721,773,220,225,150,169,4,4
20260120124812779467,720,772,220,225,150,169,4,4
20260120124813779435,717,766,220,225,149,167,4,4
20260120124814782461,724,775,220,225,151,169,4,4
20260120124815831364,724,776,220,225,151,169,4,4
20260120124816781192,711,750,220,225,148,163,4,4
20260120124817815780,723,775,220,225,150,169,4,4
20260120124818784728,717,768,220,225,149,168,4,4
20260120124819785778,754,770,220,225,157,168,4,4
20260120124820792161,698,751,220,225,145,164,4,5
20260120124821791727,723,775,220,225,150,169,4,5
20260120124822842292,721,773,220,225,150,168,4,5
20260120124823791404,693,746,220,225,144,163,4,5
20260120124824821181,717,773,220,225,149,169,4,5
20260120124825798614,730,763,220,225,152,166,4,5
20260120124826798248,714,767,220,225,148,167,4,5
20260120124827800553,715,766,220,225,149,167,4,5
20260120124828802269,716,766,220,225,149,167,4,5
20260120124829832120,719,760,220,225,149,166,4,5
20260120124830806804,724,773,220,225,151,169,5,5
20260120124831859555,689,734,220,225,143,160,5,5
20260120124832808586,717,768,220,225,149,168,5,5
20260120124833810959,715,765,220,225,149,167,5,5
20260120124834811042,721,766,220,225,150,167,5,5
20260120124835813051,716,765,220,225,149,167,5,5
20260120124836812987,717,766,220,225,149,167,5,5
20260120124837814210,714,766,220,225,148,167,5,5
20260120124838833742,716,768,220,225,149,168,5,5
20260120124839819375,717,767,220,225,149,167,5,5
20260120124840821686,715,767,220,225,149,167,5,5
20260120124841821910,709,755,220,225,147,165,5,6
20260120124842823331,721,772,220,225,150,169,5,6
20260120124843822951,709,756,220,225,147,165,5,6
20260120124844826706,711,762,220,225,148,166,5,6
20260120124845860113,724,764,220,225,151,167,5,6
20260120124846826763,686,754,220,225,142,164,5,6
20260120124847832019,718,746,220,225,149,163,5,6
20260120124848831767,718,768,220,225,149,168,5,6
20260120124849831150,723,769,220,225,150,168,5,6
20260120124850831543,716,769,220,225,149,168,5,6
20260120124851828356,720,754,220,225,150,165,5,6
20260120124852875045,712,762,220,225,148,166,5,6
20260120124853843559,712,760,220,225,148,166,5,6
20260120124854838208,722,761,220,225,150,166,5,6
20260120124855839498,713,764,220,225,148,166,6,6
20260120124856843649,713,761,220,225,148,166,6,6
20260120124857844369,713,763,220,225,148,167,6,6
20260120124858846120,719,759,220,225,149,166,6,6
20260120124859854683,712,762,220,225,148,166,6,6
20260120124900847938,706,754,220,225,146,164,6,6
20260120124901851387,704,752,220,225,146,164,6,6
20260120124902850372,714,763,220,225,148,167,6,6
20260120124903900225,713,760,220,225,148,166,6,7
20260120124904874870,713,759,220,225,148,166,6,7
20260120124905854606,711,759,220,225,148,166,6,7
20260120124906861435,710,760,220,225,147,166,6,7
20260120124907857320,712,760,220,225,148,166,6,7
20260120124908855786,710,761,220,225,148,166,6,7
20260120124909855845,723,753,220,226,150,165,6,7
20260120124910899535,677,750,220,225,140,164,6,7
20260120124911862445,712,761,220,225,148,166,6,7
20260120124912863634,711,760,220,225,148,166,6,7
20260120124913893605,692,727,220,225,143,159,6,7
20260120124914864339,710,761,220,225,148,166,6,7
20260120124915866611,705,756,220,226,147,165,6,7
20260120124916871616,675,713,220,226,140,156,6,7
20260120124917929160,708,755,220,226,147,165,6,7
20260120124918873125,706,755,220,226,147,165,6,7
20260120124919875854,706,754,221,226,147,165,7,7
20260120124920886765,720,708,221,226,150,154,7,7
20260120124921876850,708,757,221,226,147,166,7,7
20260120124922878399,709,758,221,226,147,166,7,7
20260120124923879745,709,761,221,226,147,166,7,7
20260120124924922876,708,758,221,226,147,166,7,7
20260120124925878561,704,757,221,226,146,166,7,8
20260120124926883420,706,757,221,226,147,166,7,8
20260120124927905090,706,746,221,226,144,163,7,8
20260120124928885464,708,759,221,226,147,166,7,8
20260120124929888052,705,756,221,226,147,165,7,8
20260120124930894441,705,755,221,226,147,165,7,8
20260120124931923347,707,756,221,226,147,165,7,8
20260120124932889177,707,752,221,226,147,165,7,8
20260120124933891578,701,752,221,226,146,165,7,8
20260120124934901426,702,751,221,226,146,164,7,8
20260120124935893730,701,749,221,226,146,164,7,8
20260120124936896365,701,750,221,226,146,164,7,8
20260120124937906534,707,749,221,226,147,164,7,8
20260120124938905795,697,743,221,226,145,162,7,8
20260120124939901557,701,748,221,226,146,164,7,8
20260120124940901324,695,747,221,226,144,163,7,8
20260120124941923178,719,750,221,226,150,164,7,8
20260120124942907182,710,762,220,226,148,166,7,8
20260120124943905264,723,694,220,226,151,151,7,8
20260120124944903390,705,754,221,226,147,165,8,8
20260120124945904698,705,756,221,226,147,165,8,8
20260120124946911162,706,755,221,226,147,165,8,9
20260120124947911257,704,752,221,226,146,164,8,9
20260120124948938400,721,757,221,226,150,166,8,9
20260120124949916915,684,777,221,226,141,170,8,9
20260120124950913472,728,751,221,226,151,164,8,9
20260120124951915785,701,750,221,226,146,164,8,9
20260120124952913550,704,755,221,226,146,165,8,9
20260120124953914364,702,752,221,226,146,164,8,9
20260120124954920751,704,753,221,226,146,165,8,9
20260120124955924942,705,755,221,226,147,165,8,9
20260120124956921172,714,750,221,226,149,164,8,9
20260120124957924593,702,760,221,226,146,166,8,9
20260120124958926811,709,760,221,226,148,166,8,9
20260120124959922665,697,739,221,226,145,162,8,9
20260120125000929237,706,758,221,226,147,166,8,9
20260120125001932517,715,742,221,226,149,162,8,9
20260120125002936048,734,742,221,226,153,162,8,9
20260120125003931191,707,735,221,226,147,161,8,9
20260120125004934354,703,753,221,226,146,165,8,9
20260120125005955915,706,753,221,226,147,164,8,9
20260120125006938073,703,754,221,226,146,165,8,9
20260120125007937603,704,755,221,226,146,165,8,9
20260120125008939607,714,757,221,226,148,165,9,10
20260120125009960027,704,756,221,226,146,165,9,10
20260120125010952476,706,755,221,226,147,165,9,10
20260120125011941754,706,751,221,226,147,164,9,10
20260120125013002987,694,721,221,226,144,158,9,10
20260120125013950691,708,761,221,226,147,166,9,10
20260120125014948057,697,761,221,226,144,166,9,10
20260120125015948277,710,761,221,226,148,167,9,10
20260120125016978370,682,745,221,226,141,163,9,10
20260120125017951947,710,760,221,226,148,166,9,10
20260120125018952527,709,727,221,226,147,159,9,10
20260120125019985266,704,751,221,226,146,164,9,10
20260120125020955596,701,753,221,226,146,164,9,10
20260120125021956238,700,749,221,226,145,164,9,10
20260120125022961621,698,748,221,226,145,164,9,10
20260120125023996419,704,751,221,226,146,164,9,10
20260120125024965924,701,750,221,226,146,164,9,10
20260120125025968494,701,752,221,226,146,164,9,10
20260120125027023420,702,752,221,226,146,164,9,10
20260120125027970388,700,748,221,226,146,164,9,10
20260120125028969362,703,752,221,226,146,164,9,10
20260120125029969174,699,749,221,226,145,163,9,10
20260120125030985978,703,753,221,226,146,165,9,11
20260120125031977472,700,751,221,226,145,164,9,11
20260120125032977527,699,749,221,226,145,164,9,11
20260120125034008944,703,748,220,226,146,163,10,11
20260120125034977453,704,751,221,226,146,164,10,11
20260120125035976022,704,754,221,226,146,164,10,11
20260120125036983155,699,748,221,226,145,164,10,11
20260120125038000433,700,751,221,226,145,164,10,11
20260120125038984812,698,746,221,226,145,163,10,11
20260120125039985991,701,749,221,226,146,164,10,11
20260120125041004939,705,756,221,226,146,165,10,11
20260120125041986419,701,749,220,226,146,164,10,11
20260120125042991691,700,748,221,226,145,164,10,11
20260120125043993181,703,749,221,226,146,164,10,11
20260120125045001370,703,749,221,226,146,164,10,11
20260120125045989267,701,748,221,226,145,163,10,11
20260120125046996097,701,750,221,226,146,164,10,11
20260120125047991472,702,753,221,226,146,165,10,11
20260120125048999225,702,752,221,226,146,164,10,11
20260120125050000813,703,753,221,226,146,165,10,11
20260120125050998357,701,753,220,226,145,164,10,11
20260120125052008108,699,747,221,226,145,163,10,11
20260120125053004459,701,753,220,226,145,164,10,12
20260120125054006695,703,752,220,226,146,164,10,12
20260120125055002577,706,756,220,226,147,165,10,12
20260120125056006218,705,755,220,225,146,165,10,12
20260120125057011709,705,750,220,226,146,164,10,12
20260120125058012259,698,748,220,226,145,163,11,12
20260120125059025110,697,746,220,226,145,163,11,12
20260120125100007815,703,747,220,225,146,163,11,12
20260120125101013288,707,754,220,226,147,165,11,12
20260120125102017860,701,747,220,225,145,163,11,12
20260120125103018752,704,751,220,226,146,164,11,12
20260120125104016549,709,753,220,226,147,165,11,12
20260120125105020807,701,749,221,226,146,164,11,12
20260120125106036444,703,752,220,226,146,164,11,12
20260120125107022829,684,693,220,226,141,151,11,12
20260120125108031127,706,750,220,226,147,164,11,12
20260120125109021593,698,747,220,226,145,163,11,12
20260120125110023400,712,765,220,226,148,167,11,12
20260120125111024334,705,745,220,226,146,163,11,12
20260120125112031752,695,733,220,225,144,160,11,12
20260120125113030918,712,762,220,226,148,166,11,12
20260120125114029893,701,752,220,225,145,164,11,12
20260120125115080294,702,753,220,226,146,165,11,13
20260120125116031713,709,757,220,226,147,165,11,13
20260120125117054686,725,705,220,225,151,154,11,13
20260120125118039875,703,750,220,225,146,164,11,13
20260120125119040746,705,753,220,225,146,164,11,13
20260120125120045754,706,757,220,225,147,165,11,13
20260120125121043399,706,756,220,225,147,165,11,13
20260120125122084708,715,700,220,225,148,152,11,13
20260120125123044619,709,759,220,225,147,166,12,13
20260120125124045064,711,762,220,225,148,166,12,13
20260120125125046626,696,729,220,225,144,159,12,13
20260120125126046393,701,751,220,225,145,164,12,13
20260120125127053977,704,755,220,225,146,165,12,13
20260120125128047835,713,761,220,225,148,166,12,13
20260120125129094967,695,738,220,225,144,161,12,13
20260120125130064917,698,747,220,225,145,163,12,13
20260120125131052263,704,758,220,225,146,165,12,13
20260120125132059101,708,759,220,226,147,166,12,13
20260120125133063521,703,757,220,225,146,165,12,13
20260120125134067409,710,762,220,225,147,166,12,13
20260120125135060492,704,753,220,226,146,165,12,13
20260120125136069100,701,751,221,226,146,164,12,13
20260120125137057370,712,745,220,226,148,162,12,14
20260120125138063958,708,752,220,225,147,164,12,14
20260120125139065829,705,751,220,226,146,164,12,14
20260120125140066870,703,755,220,226,146,164,12,14
20260120125141086279,702,752,220,226,146,164,12,14
20260120125142071998,706,755,220,226,147,165,12,14
20260120125143072678,706,755,220,225,146,165,12,14
20260120125144072699,708,758,220,225,147,165,12,14
20260120125145075184,703,752,220,226,146,164,12,14
20260120125146075760,704,761,220,226,146,166,12,14
20260120125147078116,752,821,220,225,157,180,12,14
20260120125148104121,768,832,220,225,161,182,13,14
20260120125149083641,676,793,220,225,138,173,13,14
20260120125150079004,441,554,221,226,86,120,13,14
20260120125151085220,404,532,221,226,77,114,13,14
20260120125152080031,359,470,221,226,67,100,13,14
20260120125153082429,357,457,221,226,66,97,13,14
20260120125154081568,306,411,221,226,54,87,13,14
20260120125155101585,296,410,221,226,52,86,13,14
20260120125156091307,302,404,221,226,53,85,13,14
20260120125157080466,302,406,221,226,53,85,13,14
20260120125158092748,301,406,221,226,53,85,13,14
20260120125159092871,302,407,221,226,53,86,13,14
20260120125200091874,301,406,221,226,53,85,13,14
20260120125201096968,301,405,221,226,53,85,13,14
20260120125202134456,299,404,221,226,52,85,13,14
20260120125203104809,301,404,221,226,53,85,13,14
20260120125204099413,300,404,221,226,53,85,13,14
20260120125205102246,300,404,221,226,53,85,13,14
20260120125206103706,301,405,221,226,53,85,13,15
20260120125207104185,300,404,221,226,53,85,13,15
20260120125208106669,299,403,221,226,53,85,13,15
20260120125209115105,303,404,221,226,53,85,13,15
20260120125210108909,300,402,221,226,53,85,13,15
20260120125211108137,297,401,221,226,52,85,13,15
20260120125212112239,297,401,222,226,52,85,13,15
20260120125213111599,298,402,222,226,52,85,13,15
20260120125214116474,298,401,222,227,52,84,13,15
20260120125215114970,302,409,221,226,53,86,13,15
20260120125216129288,299,400,222,227,52,84,13,15
20260120125217150147,297,401,222,227,52,85,13,15
20260120125218119031,298,401,222,226,52,85,13,15
20260120125219121689,297,400,222,227,52,84,13,15
20260120125220122804,296,400,222,226,52,84,13,15
20260120125221123445,297,401,222,226,52,85,13,15
20260120125222125197,298,402,221,226,52,85,13,15
20260120125223153751,298,401,221,226,52,84,13,15
20260120125224186281,298,401,222,226,52,84,13,15
20260120125225132025,297,403,222,226,52,85,13,15
20260120125226134928,297,401,222,226,52,84,13,15
20260120125227129431,298,402,222,226,52,85,13,15
20260120125228134642,297,401,222,226,52,84,13,15
20260120125229132532,297,401,221,226,52,85,13,15
20260120125230139135,297,400,221,226,52,84,13,15
20260120125231163336,297,401,221,226,52,84,13,15
20260120125232144052,297,402,221,226,52,85,13,15
20260120125233141978,297,401,221,226,52,84,13,15
20260120125234142086,298,401,221,226,52,84,13,15
20260120125235145702,297,401,221,226,52,84,13,15
20260120125236170622,296,401,221,226,52,84,13,15
20260120125237163299,296,401,221,226,52,84,13,15
20260120125238181816,297,401,221,226,52,84,13,15
20260120125239161609,296,401,221,226,52,84,13,15
20260120125240166310,298,401,221,226,52,84,13,15
20260120125241163758,297,401,221,226,52,84,13,15
20260120125242150041,297,400,221,226,52,84,13,15
20260120125243166909,297,401,222,226,52,84,13,15
20260120125244177881,296,400,222,226,52,84,13,15
20260120125245167804,297,400,221,226,52,84,13,15
20260120125246168871,298,401,221,226,52,84,13,15
20260120125247169235,297,401,221,226,52,84,13,15
20260120125248170390,297,400,221,226,52,84,13,16
20260120125249170949,297,400,222,227,52,84,13,16
20260120125250172084,297,401,222,226,52,84,14,16
20260120125251191728,296,400,222,226,52,84,14,16
20260120125252172738,297,400,222,226,52,84,14,16
20260120125253173929,297,400,222,227,52,84,14,16
20260120125254174699,296,400,222,226,52,84,14,16
20260120125255175626,298,400,222,226,52,84,14,16
20260120125256175272,297,399,222,226,52,84,14,16
20260120125257176653,297,400,221,226,52,84,14,16
20260120125258176594,296,400,221,226,52,84,14,16
20260120125259177186,297,400,221,226,52,84,14,16
20260120125300178899,296,400,221,226,52,84,14,16
20260120125301179494,296,401,222,226,52,84,14,16
20260120125302183364,296,400,221,226,52,84,14,16
20260120125303184336,297,400,221,226,52,84,14,16
20260120125304185473,297,400,222,226,52,84,14,16
20260120125305188258,298,400,222,226,52,84,14,16
20260120125306186901,297,400,221,226,52,84,14,16
20260120125307189631,297,400,221,226,52,84,14,16
20260120125308189969,296,400,222,226,52,84,14,16
20260120125309210385,296,400,222,226,52,84,14,16
20260120125310191999,297,399,221,226,52,84,14,16
20260120125311191960,296,401,222,226,52,84,14,16
20260120125312238196,297,401,222,226,52,84,14,16
20260120125313195973,297,400,222,226,52,84,14,16
20260120125314194914,298,401,222,226,52,84,14,16
20260120125315200075,302,404,222,226,53,85,14,16
20260120125316199626,297,400,222,226,52,84,14,16
20260120125317198675,300,402,222,226,53,85,14,16
20260120125318202362,296,401,222,226,52,84,14,16
20260120125319263404,296,399,222,227,52,84,14,16
20260120125320203376,296,400,222,226,52,84,14,16
